mes_objetivo,cod_filial,pais,canal,segmento,rank_segmento,sku,marca,atc1,tipo_venta,ciclo_vida,precio_lista_usd,descuento_pct,precio_neto,margen_unitario,elasticidad,nivel_estimacion,indice_estacional,aporte_margen_pct,dias_cobertura,unidades_por_vencer,demanda_esperada,prob_aceptacion,riesgo_devolucion,margen_esperado_usd,valor_rescate_usd,objetivo,objetivo_sin_oferta,ganancia_vs_sin_oferta_usd,en_borde_de_soporte,justificativo,id_filial,id_producto
2026-01,MX,México,Distribuidor,B,2.0,ADM-0039,Adium N039,R,Ético (Rx),Madurez,7.25,0.22,5.66,3.99,-2.565,Producto,0.8,0.00282,30.0,0.0,206.0,0.8043,0.0608,658.82,0.0,618.74,578.63,40.12,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; elasticidad estimada -2.57 (nivel producto), con margen unitario de usd 3.99 (70% sobre precio neto); probabilidad de aceptación estimada 80%; riesgo de devolución controlado (6%). El 22% maximiza el margen esperado neto: USD 619 contra USD 579 sin oferta (+USD 40). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,39
2026-01,MX,México,Distribuidor,B,3.0,ADM-0093,Adium P093,A,OTC,Madurez,9.35,0.22,7.29,5.61,-1.975,Producto,1.02,0.00416,30.0,0.0,133.0,0.8636,0.0699,645.38,0.0,600.26,592.25,8.01,1,"Elasticidad estimada -1.98 (nivel producto), con margen unitario de usd 5.61 (77% sobre precio neto); probabilidad de aceptación estimada 86%; riesgo de devolución controlado (7%). El 22% maximiza el margen esperado neto: USD 600 contra USD 592 sin oferta (+USD 8). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,93
2026-01,MX,México,Distribuidor,B,4.0,ADM-0118,Adium O118,A,OTC,Madurez,10.26,0.22,8.0,5.38,-2.364,Producto,1.02,0.00139,30.0,0.0,87.0,0.8732,0.0924,410.2,0.0,372.31,344.81,27.51,1,"Elasticidad estimada -2.36 (nivel producto), con margen unitario de usd 5.38 (67% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (9%). El 22% maximiza el margen esperado neto: USD 372 contra USD 345 sin oferta (+USD 28). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,118
2026-01,MX,México,Distribuidor,C,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02757,30.0,0.0,1215.0,0.8732,0.0981,3486.26,0.0,3144.35,2905.36,239.0,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; el sku aporta el 2.8% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (10%). El 22% maximiza el margen esperado neto: USD 3,144 contra USD 2,905 sin oferta (+USD 239). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,84
2026-01,MX,México,Distribuidor,C,2.0,ADM-0088,Adium K088,M,Ético (Rx),Madurez,57.9,0.22,45.16,34.33,-1.967,Producto,0.95,0.01771,30.0,0.0,52.0,0.8732,0.0727,1572.12,0.0,1457.88,1431.36,26.52,1,"Elasticidad estimada -1.97 (nivel producto), con margen unitario de usd 34.33 (76% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (7%). El 22% maximiza el margen esperado neto: USD 1,458 contra USD 1,431 sin oferta (+USD 27). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,88
2026-01,MX,México,Distribuidor,C,3.0,ADM-0067,Adium P067,N,Ético (Rx),Crecimiento,41.72,0.22,32.54,15.63,-2.771,Producto,1.05,0.00371,30.0,0.0,126.0,0.8732,0.1977,1721.18,0.0,1380.9,1337.73,43.17,1,"Elasticidad estimada -2.77 (nivel producto), con margen unitario de usd 15.63 (48% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (20%). El 22% maximiza el margen esperado neto: USD 1,381 contra USD 1,338 sin oferta (+USD 43). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,67
2026-01,MX,México,Distribuidor,C,4.0,ADM-0039,Adium N039,R,Ético (Rx),Madurez,7.25,0.22,5.66,3.99,-2.565,Producto,0.8,0.00282,30.0,0.0,237.0,0.8043,0.0608,760.88,0.0,714.59,668.26,46.33,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; elasticidad estimada -2.57 (nivel producto), con margen unitario de usd 3.99 (70% sobre precio neto); probabilidad de aceptación estimada 80%; riesgo de devolución controlado (6%). El 22% maximiza el margen esperado neto: USD 715 contra USD 668 sin oferta (+USD 46). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,39
2026-01,MX,México,Distribuidor,C,5.0,ADM-0093,Adium P093,A,OTC,Madurez,9.35,0.22,7.29,5.61,-1.975,Producto,1.02,0.00416,30.0,0.0,144.0,0.8732,0.0699,705.93,0.0,656.58,640.69,15.89,1,"Elasticidad estimada -1.98 (nivel producto), con margen unitario de usd 5.61 (77% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (7%). El 22% maximiza el margen esperado neto: USD 657 contra USD 641 sin oferta (+USD 16). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,93
2026-01,MX,México,Farmacia Cadena,A,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02757,30.0,0.0,3078.0,0.8571,0.0981,8672.0,0.0,7821.51,7362.73,458.78,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; el sku aporta el 2.8% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 86%; riesgo de devolución controlado (10%). El 22% maximiza el margen esperado neto: USD 7,822 contra USD 7,363 sin oferta (+USD 459). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,84
2026-01,MX,México,Farmacia Cadena,A,2.0,ADM-0114,Adium K114,C,Ético (Rx),Crecimiento,22.27,0.22,17.37,10.33,-2.882,Producto,1.0,0.00923,30.0,0.0,526.0,0.8732,0.0884,4740.69,0.0,4321.65,3651.61,670.04,1,"Elasticidad estimada -2.88 (nivel producto), con margen unitario de usd 10.33 (59% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (9%). El 22% maximiza el margen esperado neto: USD 4,322 contra USD 3,652 sin oferta (+USD 670). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,114
2026-01,MX,México,Farmacia Cadena,A,3.0,ADM-0067,Adium P067,N,Ético (Rx),Crecimiento,41.72,0.22,32.54,15.63,-2.771,Producto,1.05,0.00371,30.0,0.0,146.0,0.8732,0.1977,1992.94,0.0,1598.94,1548.95,49.99,1,"Elasticidad estimada -2.77 (nivel producto), con margen unitario de usd 15.63 (48% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (20%). El 22% maximiza el margen esperado neto: USD 1,599 contra USD 1,549 sin oferta (+USD 50). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,67
2026-01,MX,México,Farmacia Cadena,A,4.0,ADM-0093,Adium P093,A,OTC,Madurez,9.35,0.22,7.29,5.61,-1.975,Producto,1.02,0.00416,30.0,0.0,143.0,0.8732,0.0699,703.26,0.0,654.1,638.27,15.83,1,"Elasticidad estimada -1.98 (nivel producto), con margen unitario de usd 5.61 (77% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (7%). El 22% maximiza el margen esperado neto: USD 654 contra USD 638 sin oferta (+USD 16). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,93
2026-01,MX,México,Farmacia Cadena,A,5.0,ADM-0119,Adium P119,C,Ético (Rx),Crecimiento,11.71,0.22,9.13,4.33,-2.525,Producto,1.0,0.00057,30.0,0.0,84.0,0.893,0.0697,324.91,0.0,302.28,293.57,8.7,1,"Elasticidad estimada -2.52 (nivel producto), con margen unitario de usd 4.33 (47% sobre precio neto); probabilidad de aceptación estimada 89%; riesgo de devolución controlado (7%). El 22% maximiza el margen esperado neto: USD 302 contra USD 294 sin oferta (+USD 9). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,119
2026-01,MX,México,Farmacia Cadena,B,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02757,30.0,0.0,846.0,0.8571,0.0981,2383.34,0.0,2149.6,2023.51,126.09,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; el sku aporta el 2.8% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 86%; riesgo de devolución controlado (10%). El 22% maximiza el margen esperado neto: USD 2,150 contra USD 2,024 sin oferta (+USD 126). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,84
2026-01,MX,México,Farmacia Cadena,B,2.0,ADM-0114,Adium K114,C,Ético (Rx),Crecimiento,22.27,0.22,17.37,10.33,-2.882,Producto,1.0,0.00923,30.0,0.0,98.0,0.8636,0.0884,873.21,0.0,796.02,680.09,115.94,1,"Elasticidad estimada -2.88 (nivel producto), con margen unitario de usd 10.33 (59% sobre precio neto); probabilidad de aceptación estimada 86%; riesgo de devolución controlado (9%). El 22% maximiza el margen esperado neto: USD 796 contra USD 680 sin oferta (+USD 116). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,114
2026-01,MX,México,Farmacia Cadena,B,3.0,ADM-0093,Adium P093,A,OTC,Madurez,9.35,0.22,7.29,5.61,-1.975,Producto,1.02,0.00416,30.0,0.0,62.0,0.8587,0.0699,297.88,0.0,277.05,274.93,2.12,1,"Elasticidad estimada -1.98 (nivel producto), con margen unitario de usd 5.61 (77% sobre precio neto); probabilidad de aceptación estimada 86%; riesgo de devolución controlado (7%). El 22% maximiza el margen esperado neto: USD 277 contra USD 275 sin oferta (+USD 2). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,93
2026-01,MX,México,Farmacia Cadena,B,4.0,ADM-0039,Adium N039,R,Ético (Rx),Madurez,7.25,0.22,5.66,3.99,-2.565,Producto,0.8,0.00282,30.0,0.0,75.0,0.8043,0.0608,239.48,0.0,224.91,210.33,14.58,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; elasticidad estimada -2.57 (nivel producto), con margen unitario de usd 3.99 (70% sobre precio neto); probabilidad de aceptación estimada 80%; riesgo de devolución controlado (6%). El 22% maximiza el margen esperado neto: USD 225 contra USD 210 sin oferta (+USD 15). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,39
2026-01,MX,México,Farmacia Cadena,C,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02757,30.0,0.0,936.0,0.8732,0.0981,2686.67,0.0,2423.19,2239.0,184.18,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; el sku aporta el 2.8% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (10%). El 22% maximiza el margen esperado neto: USD 2,423 contra USD 2,239 sin oferta (+USD 184). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,84
2026-01,MX,México,Farmacia Cadena,C,2.0,ADM-0093,Adium P093,A,OTC,Madurez,9.35,0.22,7.29,5.61,-1.975,Producto,1.02,0.00416,30.0,0.0,81.0,0.8732,0.0699,395.0,0.0,367.39,358.5,8.89,1,"Elasticidad estimada -1.98 (nivel producto), con margen unitario de usd 5.61 (77% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (7%). El 22% maximiza el margen esperado neto: USD 367 contra USD 358 sin oferta (+USD 9). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,93
2026-01,MX,México,Farmacia Independiente,A,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02757,30.0,0.0,1047.0,0.8732,0.0981,3004.86,0.0,2710.16,2504.17,205.99,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; el sku aporta el 2.8% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (10%). El 22% maximiza el margen esperado neto: USD 2,710 contra USD 2,504 sin oferta (+USD 206). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,84
2026-01,MX,México,Farmacia Independiente,A,2.0,ADM-0088,Adium K088,M,Ético (Rx),Madurez,57.9,0.22,45.16,34.33,-1.967,Producto,0.95,0.01771,30.0,0.0,44.0,0.8732,0.0727,1311.46,0.0,1216.16,1194.04,22.12,1,"Elasticidad estimada -1.97 (nivel producto), con margen unitario de usd 34.33 (76% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (7%). El 22% maximiza el margen esperado neto: USD 1,216 contra USD 1,194 sin oferta (+USD 22). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,88
2026-01,MX,México,Farmacia Independiente,A,3.0,ADM-0114,Adium K114,C,Ético (Rx),Crecimiento,22.27,0.22,17.37,10.33,-2.882,Producto,1.0,0.00923,30.0,0.0,117.0,0.893,0.0884,1079.1,0.0,983.72,812.79,170.93,1,"Elasticidad estimada -2.88 (nivel producto), con margen unitario de usd 10.33 (59% sobre precio neto); probabilidad de aceptación estimada 89%; riesgo de devolución controlado (9%). El 22% maximiza el margen esperado neto: USD 984 contra USD 813 sin oferta (+USD 171). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,114
2026-01,MX,México,Farmacia Independiente,A,4.0,ADM-0118,Adium O118,A,OTC,Madurez,10.26,0.22,8.0,5.38,-2.364,Producto,1.02,0.00139,30.0,0.0,108.0,0.893,0.0924,518.96,0.0,471.03,426.56,44.46,1,"Elasticidad estimada -2.36 (nivel producto), con margen unitario de usd 5.38 (67% sobre precio neto); probabilidad de aceptación estimada 89%; riesgo de devolución controlado (9%). El 22% maximiza el margen esperado neto: USD 471 contra USD 427 sin oferta (+USD 44). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,118
2026-01,MX,México,Farmacia Independiente,A,5.0,ADM-0093,Adium P093,A,OTC,Madurez,9.35,0.22,7.29,5.61,-1.975,Producto,1.02,0.00416,30.0,0.0,68.0,0.893,0.0699,342.54,0.0,318.59,304.0,14.6,1,"Elasticidad estimada -1.98 (nivel producto), con margen unitario de usd 5.61 (77% sobre precio neto); probabilidad de aceptación estimada 89%; riesgo de devolución controlado (7%). El 22% maximiza el margen esperado neto: USD 319 contra USD 304 sin oferta (+USD 15). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,93
2026-01,MX,México,Farmacia Independiente,B,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02757,30.0,0.0,516.0,0.8636,0.0981,1464.6,0.0,1320.96,1234.13,86.83,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; el sku aporta el 2.8% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 86%; riesgo de devolución controlado (10%). El 22% maximiza el margen esperado neto: USD 1,321 contra USD 1,234 sin oferta (+USD 87). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,84
2026-01,MX,México,Farmacia Independiente,B,2.0,ADM-0039,Adium N039,R,Ético (Rx),Madurez,7.25,0.22,5.66,3.99,-2.565,Producto,0.8,0.00282,30.0,0.0,55.0,0.8626,0.0608,189.66,0.0,178.12,155.31,22.82,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; elasticidad estimada -2.57 (nivel producto), con margen unitario de usd 3.99 (70% sobre precio neto); probabilidad de aceptación estimada 86%; riesgo de devolución controlado (6%). El 22% maximiza el margen esperado neto: USD 178 contra USD 155 sin oferta (+USD 23). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,39
2026-01,MX,México,Farmacia Independiente,C,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02757,30.0,0.0,271.0,0.8732,0.0981,776.66,0.0,700.49,647.25,53.24,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; el sku aporta el 2.8% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (10%). El 22% maximiza el margen esperado neto: USD 700 contra USD 647 sin oferta (+USD 53). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,84
2026-01,MX,México,Farmacia Independiente,C,2.0,ADM-0114,Adium K114,C,Ético (Rx),Crecimiento,22.27,0.22,17.37,10.33,-2.882,Producto,1.0,0.00923,30.0,0.0,65.0,0.893,0.0884,604.05,0.0,550.65,454.97,95.68,1,"Elasticidad estimada -2.88 (nivel producto), con margen unitario de usd 10.33 (59% sobre precio neto); probabilidad de aceptación estimada 89%; riesgo de devolución controlado (9%). El 22% maximiza el margen esperado neto: USD 551 contra USD 455 sin oferta (+USD 96). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,114
2026-01,MX,México,Farmacia Independiente,C,3.0,ADM-0067,Adium P067,N,Ético (Rx),Crecimiento,41.72,0.22,32.54,15.63,-2.771,Producto,1.05,0.00371,30.0,0.0,32.0,0.893,0.1977,449.31,0.0,360.48,341.47,19.01,1,"Elasticidad estimada -2.77 (nivel producto), con margen unitario de usd 15.63 (48% sobre precio neto); probabilidad de aceptación estimada 89%; riesgo de devolución controlado (20%). El 22% maximiza el margen esperado neto: USD 360 contra USD 341 sin oferta (+USD 19). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,67
2026-01,MX,México,Farmacia Independiente,C,4.0,ADM-0093,Adium P093,A,OTC,Madurez,9.35,0.22,7.29,5.61,-1.975,Producto,1.02,0.00416,30.0,0.0,64.0,0.893,0.0699,320.7,0.0,298.28,284.62,13.67,1,"Elasticidad estimada -1.98 (nivel producto), con margen unitario de usd 5.61 (77% sobre precio neto); probabilidad de aceptación estimada 89%; riesgo de devolución controlado (7%). El 22% maximiza el margen esperado neto: USD 298 contra USD 285 sin oferta (+USD 14). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,93
2026-01,MX,México,Farmacia Independiente,C,5.0,ADM-0099,Adium V099,A,OTC,Madurez,10.55,0.22,8.23,3.18,-2.788,Producto,1.02,0.00574,30.0,0.0,21.0,0.893,0.0666,59.58,0.0,55.62,54.86,0.76,1,"Elasticidad estimada -2.79 (nivel producto), con margen unitario de usd 3.18 (39% sobre precio neto); probabilidad de aceptación estimada 89%; riesgo de devolución controlado (7%). El 22% maximiza el margen esperado neto: USD 56 contra USD 55 sin oferta (+USD 1). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,99
2026-01,MX,México,Institucional,A,1.0,ADM-0084,Adium G084,R,Ético (Rx),Lanzamiento,7.56,0.22,5.9,3.29,-2.619,Producto,0.8,0.02757,30.0,0.0,1318.0,0.8732,0.0981,3781.52,0.0,3410.65,3151.42,259.24,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; el sku aporta el 2.8% del margen de la filial (está entre los que mueven la aguja); elasticidad estimada -2.62 (nivel producto), con margen unitario de usd 3.29 (56% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (10%). El 22% maximiza el margen esperado neto: USD 3,411 contra USD 3,151 sin oferta (+USD 259). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,84
2026-01,MX,México,Institucional,A,2.0,ADM-0039,Adium N039,R,Ético (Rx),Madurez,7.25,0.22,5.66,3.99,-2.565,Producto,0.8,0.00282,30.0,0.0,126.0,0.8636,0.0608,434.01,0.0,407.61,354.98,52.62,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; elasticidad estimada -2.57 (nivel producto), con margen unitario de usd 3.99 (70% sobre precio neto); probabilidad de aceptación estimada 86%; riesgo de devolución controlado (6%). El 22% maximiza el margen esperado neto: USD 408 contra USD 355 sin oferta (+USD 53). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,39
2026-01,MX,México,Institucional,B,1.0,ADM-0114,Adium K114,C,Ético (Rx),Crecimiento,22.27,0.22,17.37,10.33,-2.882,Producto,1.0,0.00923,30.0,0.0,47.0,0.8732,0.0884,424.54,0.0,387.01,327.01,60.0,1,"Elasticidad estimada -2.88 (nivel producto), con margen unitario de usd 10.33 (59% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (9%). El 22% maximiza el margen esperado neto: USD 387 contra USD 327 sin oferta (+USD 60). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,114
2026-01,MX,México,Institucional,B,2.0,ADM-0118,Adium O118,A,OTC,Madurez,10.26,0.22,8.0,5.38,-2.364,Producto,1.02,0.00139,30.0,0.0,82.0,0.8732,0.0924,386.24,0.0,350.56,324.66,25.9,1,"Elasticidad estimada -2.36 (nivel producto), con margen unitario de usd 5.38 (67% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (9%). El 22% maximiza el margen esperado neto: USD 351 contra USD 325 sin oferta (+USD 26). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,118
2026-01,MX,México,Institucional,B,3.0,ADM-0093,Adium P093,A,OTC,Madurez,9.35,0.22,7.29,5.61,-1.975,Producto,1.02,0.00416,30.0,0.0,48.0,0.8732,0.0699,234.87,0.0,218.45,213.16,5.29,1,"Elasticidad estimada -1.98 (nivel producto), con margen unitario de usd 5.61 (77% sobre precio neto); probabilidad de aceptación estimada 87%; riesgo de devolución controlado (7%). El 22% maximiza el margen esperado neto: USD 218 contra USD 213 sin oferta (+USD 5). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,93
2026-01,MX,México,Institucional,B,4.0,ADM-0039,Adium N039,R,Ético (Rx),Madurez,7.25,0.22,5.66,3.99,-2.565,Producto,0.8,0.00282,30.0,0.0,72.0,0.8043,0.0608,230.39,0.0,216.37,202.34,14.03,1,"Está fuera de temporada (índice 0.80), por eso el descuento compensa la menor demanda natural; elasticidad estimada -2.57 (nivel producto), con margen unitario de usd 3.99 (70% sobre precio neto); probabilidad de aceptación estimada 80%; riesgo de devolución controlado (6%). El 22% maximiza el margen esperado neto: USD 216 contra USD 202 sin oferta (+USD 14). NOTA: el óptimo cae en el borde del rango de descuentos con evidencia histórica. El modelo NO extrapola más allá — si se quiere explorar un descuento mayor, corresponde un test controlado sobre un subconjunto de clientes antes de generalizar.",8,39
